Iter;McCC;CC;CCL;CCO;CI;CLC;CLLC;LDC;LLDC;LCOM5;NL;NLE;WMC;CBO;CBOI;NII;NOI;RFC;AD;CD;CLOC;DLOC;PDA;PUA;TCD;TCLOC;DIT;NOA;NOC;NOD;NOP;LLOC;LOC;NATTR;NG;NLA;NLG;NLM;NLPA;NLPM;NLS;NM;NOS;NPA;NPM;NS;TLLOC;TLOC;TNA;TNG;TNLA;TNLG;TNLM;TNLPA;TNLPM;TNLS;TNM;TNOS;TNPA;TNPM;TNS;Project;Model;F1X;F1D2;F1D3;F1D4;PrecX;PrecD2;PrecD3;PrecD4;RecallX;RecallD2;RecallD3;RecallD4;AUCX;AUC2;AUC3;AUC4;SENX;SEN2;SEN3;SEN4;SPCX;SPC2;SPC3;SPC4;MCC;MCC2;MCC3;MCC4
5;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;knn;0.1889764;0.1875;0.1889764;0.1732283;0.6666667;0.6315789;0.6666667;0.6111111;0.1100917;0.1100917;0.1100917;0.1009174;0.7406935;0.7467752;0.7407395;0.6930169;0.1100917;0.1100917;0.1100917;0.1009174;0.9849624;0.9824561;0.9849624;0.9824561;0.2110748;0.2002327;0.21107483;0.1851373
5;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;naive_bayes;0.5631068;0.5590062;0.5751634;0.5714286;0.435;0.4225352;0.4467005;0.4368932;0.7981651;0.8256881;0.8073394;0.8256881;0.8306316;0.8307466;0.8355062;0.8367478;0.7981651;0.8256881;0.8073394;0.8256881;0.716792;0.6917293;0.726817;0.7092732;0.4326935;0.430467;0.43269353;0.4472856
5;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;rf;0.6857143;0.6744186;0.6820809;0.6705202;0.9090909;0.9206349;0.921875;0.90625;0.5504587;0.5321101;0.5412844;0.5321101;0.8757214;0.8865168;0.8778368;0.8878734;0.5504587;0.5321101;0.5412844;0.5321101;0.9849624;0.9874687;0.9874687;0.9849624;0.6537506;0.6471438;0.65375063;0.6396902
5;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;rpart;0.6421053;0.6421053;0.5696203;0.5696203;0.7530864;0.7530864;0.9183673;0.9183673;0.559633;0.559633;0.412844;0.412844;0.8297004;0.8297004;0.8310915;0.8310915;0.559633;0.559633;0.412844;0.412844;0.9498747;0.9498747;0.9899749;0.9899749;0.5713392;0.5713392;0.57133923;0.5601512
6;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;glm;0.7047619;0.708134;0.713615;0.7169811;0.7326733;0.74;0.7307692;0.7378641;0.6788991;0.6788991;0.6972477;0.6972477;0.8932423;0.8935872;0.8954036;0.89407;0.6788991;0.6788991;0.6972477;0.6972477;0.9323308;0.9348371;0.9298246;0.9323308;0.6287043;0.6336528;0.62870433;0.6428409
6;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;knn;0.1526718;0.1515152;0.1666667;0.162963;0.4545455;0.4347826;0.4782609;0.4230769;0.09174312;0.09174312;0.1009174;0.1009174;0.6679543;0.6978915;0.6697823;0.696305;0.09174312;0.09174312;0.1009174;0.1009174;0.9699248;0.9674185;0.9699248;0.962406;0.124374;0.1168168;0.1243743;0.1179652
6;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;naive_bayes;0.5714286;0.5625;0.5723473;0.5597484;0.4422111;0.4265403;0.4405941;0.4258373;0.8073394;0.8256881;0.8165138;0.8165138;0.8212274;0.819089;0.8248603;0.8241245;0.8073394;0.8256881;0.8165138;0.8165138;0.7218045;0.6967419;0.716792;0.6992481;0.4450079;0.4352194;0.44500793;0.4302691
6;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;rf;0.680203;0.6597938;0.6461538;0.6632124;0.7613636;0.7529412;0.7325581;0.7619048;0.6146789;0.587156;0.5779817;0.587156;0.8743763;0.8810559;0.8792624;0.8793429;0.6146789;0.587156;0.5779817;0.587156;0.9473684;0.9473684;0.9423559;0.9498747;0.6096865;0.5878785;0.60968653;0.5934392
6;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;rpart;0.6502463;0.6354167;0.5802469;0.5802469;0.7021277;0.7349398;0.8867925;0.8867925;0.6055046;0.559633;0.4311927;0.4311927;0.8215378;0.8307351;0.8309535;0.8309535;0.6055046;0.559633;0.4311927;0.4311927;0.9298246;0.9448622;0.9849624;0.9849624;0.5659219;0.5601743;0.56592193;0.5588706
7;1;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;broadleaf-3.0.10;glm;0.6736842;0.6770833;0.6770833;0.6770833;0.7901235;0.7831325;0.7831325;0.7831325;0.587156;0.5963303;0.5963303;0.5963303;0.8671219;0.8659953;0.866777;0.8680877;0.587156;0.5963303;0.5963303;0.5963303;0.9573935;0.9548872;0.9548872;0.9548872;0.6106334;0.6120532;0.61063343;0.6120532
